GEOID,County,State,Target_PctChg,AgeUnder15,Age15to24,Age25to34,Age35to44,Age45to64,Age65to84,asAgeOver85,Married_Family,Avg_HH_Size,Avg_Fam_Size,High_School,BS,Veterans,Born_in_State,Own_Comp,Broadband_Access,Mean_HHI,Median_HHI,Unempl_Rate,maskLow,maskHigh,DensPerSqMile,DominantReligion,Religiosity,Region,vaccineHest,Geographical_Point,CVAC_level_of_concern_for_vaccination_rollout,Social_Vulnerability_Index_SVI,per_dem,per_gop
22097,St. Landry Parish,Louisiana,0.177001127,0.144,0.125,0.126,0.115,0.25,0.149,0.02,0.403,2.66,3.17,0.77,0.117,0.063,0.938,0.758,0.589,53665,38681,6,0.286,0.714,90.3,Catholic,0.726422335,South,0.5833,POINT (-91.840238 30.921314),0.77,0.92,0.422121786,0.56303154
22103,St. Tammany Parish,Louisiana,3.294573643,0.137,0.117,0.11,0.134,0.27,0.156,0.017,0.521,2.72,3.3,0.912,0.361,0.073,0.709,0.941,0.886,88518,69076,4.2,0.178,0.822,276.4,Catholic,0.564062634,South,0.4716,POINT (-91.840238 30.921314),0.28,0.31,0.269402612,0.711341089
22105,Tangipahoa Parish,Louisiana,1.889908257,0.139,0.146,0.129,0.128,0.241,0.138,0.011,0.463,2.82,3.42,0.846,0.248,0.053,0.794,0.912,0.821,65721,47825,5.5,0.241,0.759,153,Evangelical,0.499442596,South,0.5878,POINT (-91.840238 30.921314),0.64,0.89,0.327552418,0.655659805
22109,Terrebonne Parish,Louisiana,0.12605588,0.133,0.121,0.157,0.126,0.247,0.135,0.014,0.447,2.71,3.17,0.808,0.159,0.066,0.846,0.895,0.86,73594,48446,5.5,0.26,0.74,90.8,Catholic,0.676738781,South,0.5699,POINT (-91.840238 30.921314),0.72,0.9,0.24217128,0.742625433
23001,Androscoggin County,Maine,-0.566137566,0.12,0.121,0.119,0.124,0.277,0.161,0.019,0.436,2.29,2.74,0.911,0.251,0.092,0.716,0.927,0.872,77447,63813,2.4,0.223,0.776,230.2,Catholic,0.378628066,Northeast,0.2916,POINT (-69.06137 45.117911),0.33,0.56,0.470420904,0.498543615
23003,Aroostook County,Maine,-1,0.102,0.1,0.099,0.105,0.293,0.217,0.033,0.455,2.15,2.73,0.91,0.189,0.113,0.737,0.857,0.688,52681,38768,6,0.31,0.69,10.8,Catholic,0.505120356,Northeast,0.3271,POINT (-69.06137 45.117911),0.51,0.59,0.390421306,0.589716332
23005,Cumberland County,Maine,-0.680933852,0.101,0.119,0.139,0.125,0.279,0.166,0.026,0.471,2.29,2.93,0.949,0.501,0.063,0.542,0.941,0.89,102890,76059,2.5,0.149,0.851,337.2,Catholic,0.32704829,Northeast,0.2509,POINT (-69.06137 45.117911),0.11,0.14,0.664511135,0.307506516
23011,Kennebec County,Maine,-0.579572447,0.104,0.116,0.12,0.111,0.295,0.184,0.022,0.47,2.17,2.73,0.933,0.288,0.092,0.699,0.918,0.856,73143,55389,3.1,0.215,0.785,140.8,Catholic,0.364147653,Northeast,0.3117,POINT (-69.06137 45.117911),0.22,0.38,0.485707924,0.483189067
23019,Penobscot County,Maine,-0.706422018,0.096,0.142,0.134,0.11,0.282,0.174,0.019,0.45,2.27,2.84,0.93,0.294,0.091,0.685,0.915,0.832,69161,50449,3.9,0.194,0.806,45.3,Catholic,0.279828226,Northeast,0.3099,POINT (-69.06137 45.117911),0.24,0.45,0.442282658,0.525689289
23031,York County,Maine,-0.702272727,0.103,0.107,0.128,0.113,0.292,0.179,0.031,0.488,2.37,2.94,0.935,0.326,0.082,0.499,0.938,0.873,83215,66648,3.9,0.173,0.828,199,Catholic,0.331424281,Northeast,0.2614,POINT (-69.06137 45.117911),0.13,0.09,0.549047887,0.422778211
24001,Allegany County,Maryland,-0.164609053,0.097,0.155,0.12,0.114,0.262,0.181,0.025,0.393,2.33,3.02,0.899,0.211,0.078,0.732,0.841,0.787,59856,48867,6.2,0.052,0.949,177,Mainline,0.661379466,South,0.2981,POINT (-76.687282 38.946466),0.31,0.62,0.298880585,0.681635717
24003,Anne Arundel County,Maryland,0.033783784,0.124,0.124,0.14,0.135,0.266,0.135,0.015,0.554,2.6,3.1,0.93,0.439,0.121,0.49,0.966,0.936,130006,101147,3.6,0.107,0.893,1295.9,Catholic,0.467763775,South,0.1988,POINT (-76.687282 38.946466),0.06,0.18,0.558183175,0.412835858
24005,Baltimore County,Maryland,-0.312849162,0.121,0.124,0.136,0.124,0.261,0.15,0.025,0.442,2.58,3.27,0.921,0.408,0.058,0.64,0.933,0.881,104484,77358,4.2,0.08,0.919,1345.5,Catholic,0.476633761,South,0.2012,POINT (-76.687282 38.946466),0.08,0.38,0.622774334,0.352351711
24009,Calvert County,Maryland,-0.25,0.14,0.117,0.117,0.131,0.293,0.138,0.014,0.618,2.81,3.24,0.957,0.317,0.113,0.537,0.965,0.924,126581,112380,3.2,0.169,0.83,416.3,Catholic,0.721142252,South,0.2342,POINT (-76.687282 38.946466),0.08,0.05,0.459907965,0.516085682
24013,Carroll County,Maryland,-0.713483146,0.122,0.13,0.111,0.113,0.298,0.148,0.026,0.634,2.72,3.14,0.948,0.372,0.086,0.677,0.938,0.888,119439,103014,2.6,0.084,0.916,373.4,Catholic,0.562075939,South,0.2008,POINT (-76.687282 38.946466),0.06,0.04,0.363371774,0.600217289
24015,Cecil County,Maryland,0.873873874,0.127,0.119,0.127,0.119,0.29,0.152,0.011,0.511,2.63,3.16,0.911,0.251,0.092,0.47,0.939,0.901,92059,76441,2.4,0.081,0.92,292,Catholic,0.397297939,South,0.2433,POINT (-76.687282 38.946466),0.16,0.29,0.35415701,0.620264633
24017,Charles County,Maryland,-0.60952381,0.14,0.13,0.123,0.134,0.291,0.115,0.011,0.489,2.8,3.31,0.928,0.287,0.133,0.424,0.939,0.911,124336,103932,3.7,0.176,0.824,320.2,Catholic,0.416401116,South,0.2099,POINT (-76.687282 38.946466),0.14,0.17,0.694663568,0.285805269
24021,Frederick County,Maryland,0.234042553,0.132,0.123,0.126,0.14,0.267,0.135,0.016,0.563,2.72,3.22,0.924,0.419,0.082,0.488,0.951,0.916,122496,103516,3.5,0.126,0.875,353.5,Catholic,0.558189258,South,0.1961,POINT (-76.687282 38.946466),0.06,0.16,0.533427188,0.437331319
24025,Harford County,Maryland,-0.046511628,0.126,0.116,0.125,0.126,0.284,0.149,0.016,0.578,2.64,3.12,0.938,0.37,0.1,0.628,0.96,0.925,113104,92331,2.9,0.054,0.946,560.1,Catholic,0.476628299,South,0.207,POINT (-76.687282 38.946466),0.05,0.09,0.425782463,0.546137962
24027,Howard County,Maryland,-0.148148148,0.138,0.125,0.12,0.142,0.273,0.122,0.021,0.585,2.79,3.33,0.952,0.644,0.067,0.409,0.967,0.944,155431,121618,4.5,0.106,0.893,1144.9,Catholic,0.506734939,South,0.1403,POINT (-76.687282 38.946466),0.03,0.13,0.707044608,0.264336673
24031,Montgomery County,Maryland,0.188118812,0.13,0.117,0.125,0.137,0.268,0.14,0.021,0.54,2.83,3.4,0.902,0.578,0.045,0.264,0.976,0.934,150841,110389,4.4,0.095,0.905,1978.2,Catholic,0.451159062,South,0.1569,POINT (-76.687282 38.946466),0.09,0.33,0.786088061,0.189645578
24033,Prince George's County,Maryland,-0.352272727,0.121,0.129,0.145,0.134,0.267,0.125,0.013,0.388,2.81,3.54,0.866,0.336,0.072,0.259,0.956,0.896,102569,86290,5.5,0.185,0.814,1788.8,Other,0.484767552,South,0.2069,POINT (-76.687282 38.946466),0.36,0.63,0.892558638,0.087300373
24037,St. Mary's County,Maryland,3.295454545,0.133,0.146,0.132,0.127,0.267,0.113,0.022,0.522,2.75,3.24,0.903,0.307,0.123,0.537,0.921,0.856,113054,87947,4,0.085,0.915,294.4,Catholic,0.42028131,South,0.2342,POINT (-76.687282 38.946466),0.14,0.21,0.41566514,0.553777059
24043,Washington County,Maryland,-0.398305085,0.125,0.115,0.131,0.127,0.271,0.151,0.024,0.491,2.53,3.06,0.879,0.225,0.078,0.619,0.916,0.84,78594,59140,5.4,0.163,0.836,322.1,Catholic,0.505344909,South,0.2693,POINT (-76.687282 38.946466),0.28,0.61,0.384248809,0.593458151
24045,Wicomico County,Maryland,-0.190045249,0.116,0.192,0.11,0.119,0.244,0.145,0.016,0.391,2.61,3.1,0.854,0.302,0.079,0.575,0.915,0.866,76908,54402,5.9,0.08,0.92,263.7,Mainline,0.525629729,South,0.26,POINT (-76.687282 38.946466),0.24,0.77,0.477194045,0.496451445
24510,Baltimore city,Maryland,-0.183962264,0.11,0.125,0.189,0.13,0.239,0.13,0.016,0.234,2.34,3.34,0.857,0.333,0.055,0.665,0.886,0.787,75522,50177,7.3,0.119,0.881,7671.5,Catholic,0.524813958,South,0.2479,POINT (-76.687282 38.946466),0.36,0.83,0.87281701,0.106855442
25001,Barnstable County,Massachusetts,0.712765957,0.083,0.095,0.092,0.091,0.288,0.274,0.041,0.516,2.18,2.68,0.965,0.471,0.088,0.613,0.957,0.918,111887,85042,3.1,0.052,0.948,548.3,Catholic,0.590023531,Northeast,0.1355,POINT (-71.481104 42.151077),0,0.06,0.611967404,0.367942791
25003,Berkshire County,Massachusetts,1.31884058,0.088,0.133,0.104,0.108,0.286,0.206,0.035,0.441,2.2,2.77,0.922,0.339,0.071,0.664,0.908,0.867,83502,58895,3.8,0.083,0.916,141.6,Catholic,0.549737462,Northeast,0.161,POINT (-71.481104 42.151077),0.05,0.41,0.72441331,0.253085814
25005,Bristol County,Massachusetts,-0.152284264,0.115,0.126,0.13,0.123,0.28,0.149,0.025,0.46,2.49,3.04,0.863,0.301,0.063,0.663,0.9,0.848,91524,70402,4,0.092,0.908,991.3,Catholic,0.625134738,Northeast,0.1842,POINT (-71.481104 42.151077),0.06,0.52,0.549189162,0.429219526
25009,Essex County,Massachusetts,-0.240223464,0.117,0.128,0.126,0.121,0.277,0.151,0.026,0.482,2.59,3.15,0.893,0.414,0.049,0.62,0.937,0.88,115702,83810,4.5,0.08,0.919,1508.8,Catholic,0.598399535,Northeast,0.1449,POINT (-71.481104 42.151077),0.03,0.51,0.634358159,0.343859358
25011,Franklin County,Massachusetts,-0.672131148,0.095,0.104,0.116,0.122,0.29,0.209,0.023,0.4,2.22,2.93,0.921,0.373,0.081,0.688,0.917,0.834,78555,60018,5.1,0.082,0.918,102.1,Catholic,0.370873732,Northeast,0.16,POINT (-71.481104 42.151077),0.05,0.21,0.707287201,0.263813651
25013,Hampden County,Massachusetts,-0.25,0.12,0.139,0.135,0.118,0.259,0.149,0.024,0.384,2.51,3.15,0.868,0.279,0.058,0.646,0.895,0.817,81547,60161,4.4,0.085,0.916,751,Catholic,0.624406136,Northeast,0.1704,POINT (-71.481104 42.151077),0.11,0.82,0.577274415,0.400216338
25015,Hampshire County,Massachusetts,-0.64516129,0.085,0.261,0.101,0.094,0.248,0.163,0.02,0.453,2.28,2.83,0.948,0.527,0.059,0.595,0.952,0.888,93705,74778,4.3,0.034,0.966,299.8,Catholic,0.445641447,Northeast,0.1499,POINT (-71.481104 42.151077),0.02,0.23,0.721219296,0.25361395
25017,Middlesex County,Massachusetts,0.036697248,0.109,0.133,0.155,0.133,0.262,0.135,0.022,0.506,2.54,3.13,0.939,0.572,0.039,0.538,0.946,0.923,142727,107056,3.1,0.075,0.925,1837.9,Catholic,0.641166667,Northeast,0.1284,POINT (-71.481104 42.151077),0.02,0.23,0.714697126,0.262809223
25021,Norfolk County,Massachusetts,-0.068376068,0.116,0.127,0.13,0.127,0.275,0.148,0.024,0.538,2.55,3.15,0.938,0.551,0.047,0.583,0.956,0.919,143929,107361,3.2,0.07,0.93,1693.6,Catholic,0.673275695,Northeast,0.1213,POINT (-71.481104 42.151077),0.01,0.21,0.670291428,0.307280669
25023,Plymouth County,Massachusetts,0.098214286,0.119,0.126,0.11,0.113,0.293,0.165,0.022,0.527,2.67,3.26,0.93,0.382,0.066,0.734,0.949,0.9,120462,90880,4.4,0.076,0.924,750.9,Catholic,0.453203453,Northeast,0.1565,POINT (-71.481104 42.151077),0.01,0.23,0.575284279,0.401658626
25025,Suffolk County,Massachusetts,-0.456621005,0.085,0.162,0.234,0.131,0.214,0.104,0.019,0.295,2.44,3.23,0.879,0.482,0.025,0.446,0.926,0.875,116061,77558,4.5,0.076,0.924,12415.6,Catholic,0.629896832,Northeast,0.1452,POINT (-71.481104 42.151077),0.05,0.74,0.806416226,0.174723218
25027,Worcester County,Massachusetts,-0.492307692,0.117,0.135,0.131,0.121,0.282,0.141,0.02,0.501,2.53,3.07,0.919,0.37,0.059,0.644,0.935,0.886,101636,78345,4.4,0.09,0.91,528.6,Catholic,0.554596319,Northeast,0.1575,POINT (-71.481104 42.151077),0.03,0.41,0.575844764,0.397401473
26005,Allegan County,Michigan,-0.453634085,0.133,0.116,0.122,0.124,0.27,0.157,0.014,0.593,2.67,3.04,0.921,0.237,0.043,0.799,0.903,0.851,78236,66278,2,0.218,0.783,135,Catholic,0.329455694,Midwest,0.3577,POINT (-85.730977 44.874798),0.28,0.18,0.364399201,0.616925507
26017,Bay County,Michigan,-0.302158273,0.106,0.112,0.118,0.118,0.284,0.193,0.015,0.46,2.27,2.86,0.929,0.216,0.094,0.903,0.92,0.878,67223,49610,4.5,0.172,0.829,243.7,Catholic,0.569967802,Midwest,0.3137,POINT (-85.730977 44.874798),0.29,0.44,0.434005477,0.549746909
26021,Berrien County,Michigan,-0.515570934,0.123,0.119,0.12,0.112,0.266,0.167,0.034,0.473,2.43,3.01,0.904,0.27,0.061,0.601,0.896,0.752,76451,50153,5,0.198,0.802,276.2,Catholic,0.517469853,Midwest,0.3215,POINT (-85.730977 44.874798),0.37,0.65,0.454394291,0.528200896
26025,Calhoun County,Michigan,-0.416829746,0.123,0.132,0.124,0.12,0.258,0.162,0.02,0.422,2.42,3.05,0.906,0.202,0.078,0.789,0.891,0.852,68474,49055,5.6,0.262,0.737,192.8,Catholic,0.365923347,Midwest,0.3266,POINT (-85.730977 44.874798),0.32,0.72,0.435675382,0.546476366
26037,Clinton County,Michigan,-0.665634675,0.126,0.129,0.12,0.118,0.278,0.157,0.019,0.565,2.62,3,0.951,0.338,0.079,0.838,0.934,0.869,90001,69651,3.1,0.135,0.866,133.1,Catholic,0.362447269,Midwest,0.2809,POINT (-85.730977 44.874798),0.22,0.04,0.458363762,0.523671417
26045,Eaton County,Michigan,-0.371980676,0.118,0.125,0.131,0.115,0.265,0.17,0.023,0.489,2.44,3.1,0.954,0.294,0.069,0.812,0.929,0.866,83245,65409,4.3,0.233,0.767,187.4,Evangelical,0.396959883,Midwest,0.2809,POINT (-85.730977 44.874798),0.26,0.31,0.486560853,0.494318093
26049,Genesee County,Michigan,-0.221518987,0.125,0.124,0.125,0.116,0.271,0.157,0.023,0.411,2.37,2.94,0.904,0.215,0.075,0.836,0.91,0.832,67405,50389,8.6,0.179,0.821,668.5,Catholic,0.436149275,Midwest,0.3695,POINT (-85.730977 44.874798),0.4,0.66,0.539347669,0.44594326
26055,Grand Traverse County,Michigan,-0.034965035,0.111,0.113,0.13,0.114,0.275,0.171,0.039,0.535,2.44,3,0.948,0.391,0.074,0.773,0.938,0.901,89263,65266,3.1,0.127,0.872,187.3,Catholic,0.447819189,Midwest,0.2949,POINT (-85.730977 44.874798),0.08,0.18,0.476177037,0.506374925
26065,Ingham County,Michigan,-0.471223022,0.109,0.222,0.142,0.117,0.218,0.123,0.015,0.367,2.38,3.17,0.937,0.405,0.052,0.704,0.943,0.877,73701,54395,4.9,0.168,0.832,505.1,Catholic,0.442400185,Midwest,0.3056,POINT (-85.730977 44.874798),0.31,0.57,0.651760636,0.329567624
26073,Isabella County,Michigan,-0.453333333,0.097,0.285,0.131,0.098,0.21,0.116,0.017,0.421,2.59,3,0.911,0.271,0.054,0.829,0.935,0.822,62070,45201,7,0.265,0.735,122.8,Catholic,0.348323875,Midwest,0.3773,POINT (-85.730977 44.874798),0.69,0.6,0.478297814,0.503551885
26075,Jackson County,Michigan,0.25,0.119,0.123,0.127,0.119,0.274,0.158,0.025,0.42,2.43,3.16,0.902,0.229,0.07,0.825,0.893,0.852,72708,55124,5.2,0.323,0.677,228.4,Catholic,0.345364685,Midwest,0.3609,POINT (-85.730977 44.874798),0.32,0.55,0.395679005,0.585844845
26077,Kalamazoo County,Michigan,-0.350515464,0.119,0.193,0.129,0.123,0.222,0.134,0.018,0.442,2.5,3.17,0.924,0.383,0.058,0.721,0.943,0.885,79173,56441,4.7,0.141,0.86,445.7,Catholic,0.426535267,Midwest,0.3246,POINT (-85.730977 44.874798),0.2,0.41,0.58352741,0.396216548
26081,Kent County,Michigan,-0.048899756,0.133,0.134,0.159,0.128,0.24,0.123,0.019,0.493,2.63,3.18,0.916,0.363,0.056,0.76,0.939,0.884,87827,66532,3.8,0.143,0.856,711.5,Catholic,0.60033487,Midwest,0.3051,POINT (-85.730977 44.874798),0.19,0.48,0.520470962,0.459055306
26087,Lapeer County,Michigan,-0.334693878,0.111,0.126,0.11,0.109,0.308,0.17,0.017,0.611,2.52,2.87,0.914,0.192,0.081,0.832,0.941,0.865,81767,66263,4.8,0.245,0.755,137.4,Catholic,0.344648377,Midwest,0.3309,POINT (-85.730977 44.874798),0.39,0.24,0.310864198,0.673922127
26091,Lenawee County,Michigan,-0.247126437,0.116,0.127,0.111,0.124,0.271,0.179,0.016,0.483,2.42,2.97,0.902,0.213,0.076,0.754,0.925,0.841,69443,53865,5.6,0.128,0.872,133.3,Catholic,0.428132383,Midwest,0.3633,POINT (-85.730977 44.874798),0.35,0.41,0.391906323,0.590932084
26093,Livingston County,Michigan,-0.279850746,0.115,0.12,0.111,0.118,0.305,0.162,0.017,0.575,2.6,3.1,0.949,0.357,0.065,0.816,0.947,0.889,108976,86512,4.1,0.115,0.885,320.2,Catholic,0.421187288,Midwest,0.2699,POINT (-85.730977 44.874798),0.17,0.01,0.379096991,0.605218677
26099,Macomb County,Michigan,-0.394366197,0.115,0.117,0.137,0.119,0.281,0.152,0.022,0.47,2.46,3.1,0.907,0.253,0.064,0.781,0.939,0.906,80511,64947,4.8,0.167,0.833,1754.9,Catholic,0.451917886,Midwest,0.3085,POINT (-85.730977 44.874798),0.26,0.33,0.45310932,0.533858972
26103,Marquette County,Michigan,-0.146666667,0.104,0.176,0.114,0.113,0.245,0.174,0.022,0.475,2.27,2.78,0.952,0.352,0.09,0.756,0.925,0.825,68330,55148,5,0.171,0.829,37.1,Catholic,0.620003876,Midwest,0.3224,POINT (-85.730977 44.874798),0.16,0.31,0.546286904,0.434733864
26111,Midland County,Michigan,0.352697095,0.126,0.116,0.122,0.127,0.27,0.163,0.023,0.559,2.38,2.9,0.943,0.363,0.07,0.809,0.926,0.863,91373,69872,3.3,0.159,0.84,162,Catholic,0.553695488,Midwest,0.3137,POINT (-85.730977 44.874798),0.16,0.16,0.417474739,0.563783409
26115,Monroe County,Michigan,-0.581632653,0.118,0.116,0.117,0.117,0.288,0.171,0.017,0.532,2.45,2.94,0.91,0.246,0.08,0.59,0.926,0.831,82402,62839,4.9,0.155,0.846,276.7,Catholic,0.514876234,Midwest,0.3272,POINT (-85.730977 44.874798),0.31,0.15,0.378379309,0.604833157
26121,Muskegon County,Michigan,-0.564643799,0.13,0.127,0.128,0.115,0.266,0.154,0.021,0.424,2.53,3.25,0.921,0.208,0.089,0.851,0.873,0.805,66691,50366,6.7,0.229,0.771,344.9,Catholic,0.353659953,Midwest,0.3734,POINT (-85.730977 44.874798),0.24,0.7,0.493736749,0.488219895
26125,Oakland County,Michigan,-0.102040816,0.114,0.119,0.134,0.125,0.282,0.15,0.023,0.493,2.45,3.11,0.949,0.489,0.051,0.702,0.955,0.923,111724,81190,4.1,0.104,0.896,1385.7,Catholic,0.547448273,Midwest,0.2416,POINT (-85.730977 44.874798),0.11,0.11,0.563571671,0.423146072
26139,Ottawa County,Michigan,-0.519379845,0.138,0.173,0.118,0.126,0.23,0.134,0.022,0.558,2.68,3.17,0.928,0.356,0.051,0.754,0.95,0.878,88831,68817,2.8,0.219,0.782,468.2,Evangelical,0.552367125,Midwest,0.2842,POINT (-85.730977 44.874798),0.19,0.22,0.383521128,0.598134109
26145,Saginaw County,Michigan,-0.387931034,0.119,0.129,0.127,0.107,0.267,0.169,0.026,0.439,2.33,2.91,0.898,0.218,0.07,0.848,0.901,0.853,70446,48303,5.2,0.186,0.813,250.2,Catholic,0.513720906,Midwest,0.3239,POINT (-85.730977 44.874798),0.28,0.7,0.494325054,0.49139324
26147,St. Clair County,Michigan,-0.43231441,0.113,0.122,0.114,0.108,0.299,0.172,0.023,0.51,2.47,3.02,0.917,0.217,0.074,0.867,0.914,0.852,76638,59837,5.8,0.166,0.834,226.1,Catholic,0.430231845,Midwest,0.3137,POINT (-85.730977 44.874798),0.42,0.28,0.340665189,0.642868005
26155,Shiawassee County,Michigan,0.571428571,0.116,0.123,0.118,0.114,0.287,0.171,0.021,0.517,2.51,3.08,0.917,0.18,0.103,0.871,0.895,0.803,70485,55249,5,0.227,0.772,133.1,Catholic,0.388446948,Midwest,0.3189,POINT (-85.730977 44.874798),0.26,0.13,0.391265552,0.590174383
26159,Van Buren County,Michigan,-0.562913907,0.134,0.11,0.117,0.114,0.275,0.17,0.021,0.537,2.4,2.8,0.883,0.231,0.068,0.729,0.93,0.846,70135,60549,5.3,0.23,0.77,125.5,Catholic,0.403878937,Midwest,0.3335,POINT (-85.730977 44.874798),0.47,0.66,0.430118261,0.55268008
26161,Washtenaw County,Michigan,-0.076190476,0.103,0.216,0.143,0.121,0.225,0.13,0.014,0.457,2.44,3.08,0.953,0.559,0.048,0.596,0.969,0.921,107685,76576,3,0.087,0.913,488.4,Catholic,0.367993944,Midwest,0.2424,POINT (-85.730977 44.874798),0.18,0.22,0.726076389,0.259872099
26163,Wayne County,Michigan,-0.39010989,0.13,0.125,0.145,0.117,0.259,0.137,0.02,0.352,2.51,3.33,0.878,0.25,0.057,0.759,0.909,0.822,70465,50753,6.6,0.153,0.846,2974.4,Catholic,0.460322622,Midwest,0.3446,POINT (-85.730977 44.874798),0.5,0.87,0.684459849,0.303223381
27003,Anoka County,Minnesota,-0.373831776,0.134,0.117,0.133,0.138,0.271,0.131,0.014,0.556,2.68,3.19,0.943,0.323,0.066,0.711,0.962,0.92,101333,83353,3.4,0.264,0.737,782.1,Catholic,0.614528297,Midwest,0.2218,POINT (-94.198308 46.349153),0.23,0.14,0.477866927,0.496855048
27013,Blue Earth County,Minnesota,1.330708661,0.108,0.25,0.13,0.111,0.197,0.129,0.012,0.448,2.41,2.89,0.962,0.365,0.05,0.72,0.943,0.869,75171,61133,2.6,0.289,0.711,85.6,Catholic,0.753753144,Midwest,0.2291,POINT (-94.198308 46.349153),0.3,0.28,0.508446368,0.464092536
27019,Carver County,Minnesota,-0.741092637,0.148,0.13,0.108,0.145,0.283,0.111,0.011,0.605,2.68,3.15,0.939,0.52,0.049,0.678,0.951,0.92,127548,101434,3.2,0.335,0.664,256.9,Catholic,0.521583445,Midwest,0.1798,POINT (-94.198308 46.349153),0.28,0.01,0.463736231,0.512484743
27037,Dakota County,Minnesota,-0.493670886,0.137,0.121,0.127,0.139,0.265,0.133,0.015,0.532,2.62,3.17,0.955,0.427,0.063,0.648,0.963,0.915,109318,88864,3.9,0.277,0.724,709,Catholic,0.737421968,Midwest,0.2006,POINT (-94.198308 46.349153),0.24,0.12,0.5572926,0.418052383
27053,Hennepin County,Minnesota,-0.406666667,0.12,0.12,0.168,0.139,0.245,0.128,0.017,0.44,2.4,3.13,0.941,0.508,0.047,0.59,0.953,0.896,112406,82369,3.2,0.161,0.839,2081.7,Catholic,0.684071415,Midwest,0.1902,POINT (-94.198308 46.349153),0.2,0.31,0.704556668,0.272462231
27109,Olmsted County,Minnesota,-0.1,0.123,0.116,0.152,0.121,0.248,0.142,0.02,0.515,2.37,2.96,0.947,0.471,0.064,0.593,0.95,0.891,106347,80096,2.1,0.181,0.818,220.8,Catholic,0.818763518,Midwest,0.1814,POINT (-94.198308 46.349153),0.13,0.26,0.541565903,0.434338239
27123,Ramsey County,Minnesota,-0.420863309,0.128,0.131,0.167,0.128,0.228,0.127,0.022,0.406,2.6,3.45,0.913,0.431,0.052,0.603,0.933,0.887,90789,68871,3.6,0.176,0.823,3341.6,Catholic,0.612433155,Midwest,0.2112,POINT (-94.198308 46.349153),0.27,0.63,0.714987989,0.261425719
27131,Rice County,Minnesota,-0.66796875,0.116,0.188,0.11,0.118,0.243,0.143,0.016,0.536,2.56,3.2,0.936,0.316,0.085,0.692,0.919,0.917,94139,72469,3.4,0.244,0.755,129.4,Catholic,0.688316548,Midwest,0.2425,POINT (-94.198308 46.349153),0.43,0.39,0.487642213,0.489379589
27137,St. Louis County,Minnesota,-0.880398671,0.105,0.152,0.117,0.118,0.256,0.178,0.023,0.429,2.2,2.78,0.948,0.3,0.072,0.765,0.91,0.846,74937,60434,3.2,0.245,0.754,32,Catholic,0.619130383,Midwest,0.2257,POINT (-94.198308 46.349153),0.26,0.31,0.566413734,0.41007772
27139,Scott County,Minnesota,-0.701863354,0.161,0.121,0.125,0.15,0.265,0.095,0.018,0.591,2.86,3.38,0.942,0.414,0.039,0.698,0.967,0.936,132258,108761,2.4,0.198,0.801,364.5,Catholic,0.619158303,Midwest,0.1897,POINT (-94.198308 46.349153),0.33,0.11,0.455181038,0.521480134
27141,Sherburne County,Minnesota,-0.655319149,0.148,0.133,0.129,0.144,0.265,0.104,0.013,0.512,2.91,3.4,0.95,0.266,0.059,0.807,0.948,0.918,112341,96210,2.5,0.414,0.585,204.4,Catholic,0.498819196,Midwest,0.2612,POINT (-94.198308 46.349153),0.35,0.09,0.324839963,0.651334244
27145,Stearns County,Minnesota,-0.552529183,0.133,0.183,0.117,0.118,0.227,0.142,0.018,0.502,2.58,3.19,0.905,0.272,0.077,0.778,0.919,0.847,82412,66558,4.1,0.411,0.589,112.2,Catholic,0.726158707,Midwest,0.2482,POINT (-94.198308 46.349153),0.27,0.39,0.375776507,0.60068368
27163,Washington County,Minnesota,-0.431654676,0.144,0.118,0.115,0.139,0.276,0.138,0.015,0.591,2.67,3.16,0.964,0.458,0.058,0.694,0.947,0.915,131166,100596,2.5,0.235,0.765,619.7,Catholic,0.746581785,Midwest,0.1914,POINT (-94.198308 46.349153),0.09,0.07,0.534607221,0.442267337
27171,Wright County,Minnesota,-0.324786325,0.159,0.123,0.118,0.141,0.258,0.119,0.016,0.616,2.78,3.32,0.963,0.338,0.086,0.758,0.946,0.896,104504,91707,1,0.354,0.646,188.5,Catholic,0.600288693,Midwest,0.226,POINT (-94.198308 46.349153),0.35,0.05,0.344915439,0.630541334
28033,DeSoto County,Mississippi,0.032716927,0.145,0.135,0.131,0.141,0.254,0.117,0.015,0.497,2.82,3.32,0.902,0.281,0.071,0.325,0.946,0.893,82611,66078,4.5,0.221,0.779,338.7,Evangelical,0.596408107,South,0.5396,POINT (-89.65344 32.713378),0.53,0.3,0.370698248,0.609353688
28035,Forrest County,Mississippi,2.055248619,0.132,0.174,0.141,0.123,0.227,0.117,0.023,0.344,2.62,3.56,0.887,0.25,0.071,0.726,0.895,0.807,57488,39063,6.7,0.205,0.794,160.7,Evangelical,0.793124616,South,0.6001,POINT (-89.65344 32.713378),0.81,0.94,0.43356974,0.54499606
28047,Harrison County,Mississippi,0.491358025,0.134,0.144,0.125,0.127,0.253,0.136,0.016,0.467,2.72,3.35,0.893,0.234,0.132,0.531,0.919,0.811,65457,50119,8.4,0.306,0.694,326,Catholic,0.578568184,South,0.5863,POINT (-89.65344 32.713378),0.8,0.88,0.365491333,0.617175246
