fips,State,County,EconomicRegion,DensPerSqMile,New_case_rate,Infection_rate_change,per_gop,per_dem,low_mask_adoption,mask_adoption,AnyVaccineHesitancy,FullyVaccinatedAdults,Geographical_Point,Family,PercReligion
13261,Georgia,Sumter County,Southeast,68,8.23,4.84,0.471929536,0.519756338,0.157,0.843,0.4876,0.326,POINT (-83.426574 32.638481),Evangelical,0.626374966
13263,Georgia,Talbot County,Southeast,17.5,2.31,0,0.395229983,0.600227144,0.337,0.663,0.4876,0.218,POINT (-83.426574 32.638481),Evangelical,0.394027677
13265,Georgia,Taliaferro County,Southeast,8.8,0,0,0.387931034,0.604525862,0.199,0.802,0.5128,0.101,POINT (-83.426574 32.638481),Evangelical,0.392545137
13267,Georgia,Tattnall County,Southeast,53.2,8.47,0.56,0.739645693,0.251924252,0.341,0.658,0.5775,0.07,POINT (-83.426574 32.638481),Evangelical,0.451684953
13269,Georgia,Taylor County,Southeast,23.6,3.56,0,0.629880271,0.361270172,0.377,0.623,0.4876,0.229,POINT (-83.426574 32.638481),Evangelical,0.541320458
13271,Georgia,Telfair County,Southeast,37.7,13.51,9.01,0.651822796,0.343331795,0.365,0.635,0.5775,0.131,POINT (-83.426574 32.638481),Evangelical,0.468242424
13273,Georgia,Terrell County,Southeast,27.8,6.7,0,0.453804348,0.538043478,0.078,0.922,0.5577,0.126,POINT (-83.426574 32.638481),Evangelical,0.607836822
13275,Georgia,Thomas County,Southeast,82.1,14.14,9,0.59294989,0.398134601,0.242,0.758,0.5032,0.157,POINT (-83.426574 32.638481),Evangelical,0.693045617
13277,Georgia,Tift County,Southeast,154.9,7.73,4.92,0.662448553,0.326678543,0.276,0.723,0.542,0.153,POINT (-83.426574 32.638481),Evangelical,0.693902986
13279,Georgia,Toombs County,Southeast,74.8,6.92,5.43,0.721367051,0.269195529,0.345,0.655,0.5775,0.106,POINT (-83.426574 32.638481),Evangelical,0.778606326
13281,Georgia,Towns County,Southeast,62.9,7.12,-2.57,0.800100263,0.194259932,0.27,0.73,0.4479,0.057,POINT (-83.426574 32.638481),Evangelical,0.62152612
13283,Georgia,Treutlen County,Southeast,34.5,6.21,-6.21,0.68280793,0.309392265,0.334,0.666,0.5386,0.059,POINT (-83.426574 32.638481),Evangelical,0.473493101
13285,Georgia,Troup County,Southeast,161.9,9.19,7.15,0.6037874,0.385296369,0.325,0.675,0.5268,0.151,POINT (-83.426574 32.638481),Evangelical,0.631689637
13287,Georgia,Turner County,Southeast,31.3,12.52,5.36,0.619625429,0.371669744,0.277,0.722,0.542,0.119,POINT (-83.426574 32.638481),Evangelical,0.792385218
13289,Georgia,Twiggs County,Southeast,25.2,3.52,-0.59,0.53330333,0.459945995,0.305,0.695,0.4597,0.043,POINT (-83.426574 32.638481),Evangelical,0.513133104
13291,Georgia,Union County,Southeast,66.3,5.25,0.59,0.813086515,0.179971719,0.271,0.728,0.4479,0.075,POINT (-83.426574 32.638481),Evangelical,0.747705563
13293,Georgia,Upson County,Southeast,84,2.53,-1.9,0.666873305,0.325687718,0.374,0.627,0.5203,0.322,POINT (-83.426574 32.638481),Evangelical,0.627554966
13295,Georgia,Walker County,Southeast,154,4.91,-4.51,0.789432445,0.196566056,0.425,0.576,0.5187,0.17,POINT (-83.426574 32.638481),Evangelical,0.599016813
13297,Georgia,Walton County,Southeast,257.2,3.62,-0.31,0.740590688,0.248233613,0.417,0.583,0.4839,0.184,POINT (-83.426574 32.638481),Evangelical,0.457537484
13299,Georgia,Ware County,Southeast,40.7,6.8,2,0.69793502,0.293819156,0.278,0.722,0.5827,0.189,POINT (-83.426574 32.638481),Evangelical,0.719293897
13301,Georgia,Warren County,Southeast,20.5,0,-10.88,0.44,0.553962264,0.3,0.7,0.5128,0.088,POINT (-83.426574 32.638481),Evangelical,0.771854645
13303,Georgia,Washington County,Southeast,31.2,2.45,-2.46,0.492560937,0.500474834,0.227,0.774,0.5128,0.078,POINT (-83.426574 32.638481),Evangelical,0.620522018
13305,Georgia,Wayne County,Southeast,46.9,4.3,0,0.781516551,0.210345097,0.311,0.689,0.5775,0.272,POINT (-83.426574 32.638481),Evangelical,0.714010432
13307,Georgia,Webster County,Southeast,13.4,10.96,10.96,0.537742631,0.460100647,0.186,0.813,0.4876,0.112,POINT (-83.426574 32.638481),Evangelical,0.391211147
13309,Georgia,Wheeler County,Southeast,25.1,14.55,12.73,0.692778993,0.301531729,0.375,0.625,0.5775,0.045,POINT (-83.426574 32.638481),Evangelical,0.300768091
13311,Georgia,White County,Southeast,112.8,3.25,-0.92,0.824919006,0.162729482,0.22,0.78,0.4479,0.054,POINT (-83.426574 32.638481),Evangelical,0.464301503
13313,Georgia,Whitfield County,Southeast,353.2,2.71,-0.7,0.697492248,0.290485775,0.456,0.545,0.4695,0.157,POINT (-83.426574 32.638481),Evangelical,0.711663856
13315,Georgia,Wilcox County,Southeast,24.5,9.65,6.34,0.732540409,0.262580055,0.273,0.726,0.5386,0.065,POINT (-83.426574 32.638481),Evangelical,0.569313884
13317,Georgia,Wilkes County,Southeast,22.6,0,-13.15,0.561232604,0.429423459,0.28,0.72,0.5128,0.106,POINT (-83.426574 32.638481),Evangelical,0.615028793
13319,Georgia,Wilkinson County,Southeast,21.4,1.86,0,0.55870021,0.434800839,0.242,0.758,0.4597,0.141,POINT (-83.426574 32.638481),Evangelical,0.53612883
13321,Georgia,Worth County,Southeast,38,2.12,0.71,0.735595046,0.257942919,0.208,0.792,0.5032,0.098,POINT (-83.426574 32.638481),Evangelical,0.534249735
15001,Hawaii,Hawaii County,Far West,45.9,4.68,-4.61,0.306295124,0.668811351,0.079,0.921,0.2003,NULL,POINT (-157.854309 21.361013),Catholic,0.501877577
15003,Hawaii,Honolulu County,Far West,1586.7,4.31,1.69,0.356592535,0.625124963,0.05,0.949,0.163,NULL,POINT (-157.854309 21.361013),Catholic,0.407391049
15007,Hawaii,Kauai County,Far West,108.2,4.94,4.02,0.345762307,0.633638833,0.067,0.933,0.1915,NULL,POINT (-157.854309 21.361013),Catholic,0.415748759
15009,Hawaii,Maui County,Far West,133.3,3.07,-5.38,0.311440797,0.665854963,0.075,0.925,0.1915,NULL,POINT (-157.854309 21.361013),Catholic,0.459873154
16001,Idaho,Ada County,Rocky Mountain,372.8,7.39,1.9,0.503872562,0.464703592,0.28,0.72,0.5253,0.547,POINT (-114.659366 44.389073),Mormon,0.463591299
16003,Idaho,Adams County,Rocky Mountain,2.9,3.33,0,0.750580046,0.228538283,0.528,0.472,0.555,0.374,POINT (-114.659366 44.389073),Catholic,0.270623742
16005,Idaho,Bannock County,Rocky Mountain,74.5,1.46,-1.58,0.589866761,0.371198139,0.453,0.547,0.6064,0.448,POINT (-114.659366 44.389073),Mormon,0.682794336
16007,Idaho,Bear Lake County,Rocky Mountain,6.1,11.66,9.33,0.879034691,0.105580694,0.373,0.628,0.6064,0.434,POINT (-114.659366 44.389073),Mormon,0.877213498
16009,Idaho,Benewah County,Rocky Mountain,12,7.68,-1.54,0.779810979,0.196460889,0.247,0.753,0.5544,0.415,POINT (-114.659366 44.389073),Catholic,0.631233172
16011,Idaho,Bingham County,Rocky Mountain,21.8,0.31,-0.76,0.761172489,0.205235394,0.467,0.533,0.6064,0.422,POINT (-114.659366 44.389073),Mormon,0.702699147
16013,Idaho,Blaine County,Rocky Mountain,8.1,3.1,3.1,0.303356412,0.671207104,0.364,0.636,0.6127,0.737,POINT (-114.659366 44.389073),Mormon,0.312921033
16015,Idaho,Boise County,Rocky Mountain,3.7,16.42,12.77,0.723029046,0.249792531,0.133,0.867,0.555,0.28,POINT (-114.659366 44.389073),Mormon,0.21741605
16017,Idaho,Bonner County,Rocky Mountain,23.6,1.25,-4.37,0.671577947,0.303816906,0.323,0.677,0.5544,0.374,POINT (-114.659366 44.389073),Mormon,0.288817673
16019,Idaho,Bonneville County,Rocky Mountain,55.9,3.96,1.92,0.700157422,0.263987406,0.486,0.515,0.548,0.459,POINT (-114.659366 44.389073),Mormon,0.752316902
16021,Idaho,Boundary County,Rocky Mountain,8.6,8.17,3.5,0.782037066,0.19325202,0.277,0.722,0.5544,0.302,POINT (-114.659366 44.389073),Mormon,0.424808604
16023,Idaho,Butte County,Rocky Mountain,1.3,0,0,0.849469965,0.132862191,0.479,0.52,0.555,0.397,POINT (-114.659366 44.389073),Mormon,0.778969215
16025,Idaho,Camas County,Rocky Mountain,1,0,0,0.672413793,0.197612732,0.263,0.737,0.6127,0.378,POINT (-114.659366 44.389073),Mormon,0.276633841
16027,Idaho,Canyon County,Rocky Mountain,321.6,4.54,-3.91,0.682887724,0.286173953,0.378,0.621,0.5579,0.366,POINT (-114.659366 44.389073),Mormon,0.42874081
16029,Idaho,Caribou County,Rocky Mountain,3.9,2,0,0.850702576,0.12617096,0.472,0.528,0.6064,0.355,POINT (-114.659366 44.389073),Mormon,0.840298722
16031,Idaho,Cassia County,Rocky Mountain,8.9,0.59,-2.98,0.82116523,0.15204071,0.459,0.541,0.601,0.308,POINT (-114.659366 44.389073),Mormon,0.745991635
16033,Idaho,Clark County,Rocky Mountain,0.6,0,0,0.848874598,0.131832797,0.543,0.457,0.555,0.316,POINT (-114.659366 44.389073),Mormon,0.359470468
16035,Idaho,Clearwater County,Rocky Mountain,3.6,0,-8.16,0.781398506,0.19846119,0.276,0.725,0.555,0.354,POINT (-114.659366 44.389073),Non-denominational,0.365483392
16037,Idaho,Custer County,Rocky Mountain,0.9,3.31,3.31,0.762687112,0.220153341,0.297,0.702,0.555,0.403,POINT (-114.659366 44.389073),Mormon,0.403846154
16039,Idaho,Elmore County,Rocky Mountain,8.8,3.12,-7.78,0.710044096,0.254875061,0.288,0.712,0.6127,0.34,POINT (-114.659366 44.389073),Catholic,0.433168134
16041,Idaho,Franklin County,Rocky Mountain,19.3,5.15,1.03,0.87710084,0.098589436,0.334,0.666,0.6064,0.374,POINT (-114.659366 44.389073),Mormon,0.958313781
16043,Idaho,Fremont County,Rocky Mountain,7.1,3.27,1.09,0.825718113,0.148534008,0.519,0.48,0.6064,0.382,POINT (-114.659366 44.389073),Mormon,0.784473644
16045,Idaho,Gem County,Rocky Mountain,29.8,10.25,3.15,0.798453505,0.181060454,0.366,0.634,0.4986,0.342,POINT (-114.659366 44.389073),Catholic,0.58209223
16047,Idaho,Gooding County,Rocky Mountain,21.2,7.53,6.59,0.770082645,0.207603306,0.502,0.498,0.6127,0.352,POINT (-114.659366 44.389073),Mormon,0.49508536
16049,Idaho,Idaho County,Rocky Mountain,1.9,4.29,-8.57,0.815038534,0.162570298,0.303,0.698,0.555,0.259,POINT (-114.659366 44.389073),Catholic,0.362205693
16051,Idaho,Jefferson County,Rocky Mountain,23.9,3.83,2.87,0.85366542,0.117194666,0.499,0.501,0.6064,0.367,POINT (-114.659366 44.389073),Mormon,0.742310635
16053,Idaho,Jerome County,Rocky Mountain,37.5,4.1,1.37,0.733998976,0.242319508,0.49,0.51,0.6127,0.36,POINT (-114.659366 44.389073),Catholic,0.601591133
16055,Idaho,Kootenai County,Rocky Mountain,111.3,5.43,-6.81,0.699136607,0.270500011,0.421,0.579,0.5729,0.39,POINT (-114.659366 44.389073),Non-denominational,0.597903158
16057,Idaho,Latah County,Rocky Mountain,34.6,0,-2.85,0.460476422,0.49761789,0.08,0.92,0.5544,0.488,POINT (-114.659366 44.389073),Mormon,0.343598969
16059,Idaho,Lemhi County,Rocky Mountain,1.7,3.56,3.56,0.758125791,0.217813423,0.513,0.487,0.555,0.417,POINT (-114.659366 44.389073),Mormon,0.485635081
16061,Idaho,Lewis County,Rocky Mountain,8,7.44,-48.39,0.796256684,0.186631016,0.257,0.744,0.555,0.412,POINT (-114.659366 44.389073),Mormon,0.55168804
16063,Idaho,Lincoln County,Rocky Mountain,4.3,2.66,0,0.757216495,0.213402062,0.485,0.514,0.6127,0.342,POINT (-114.659366 44.389073),Mormon,0.380760369
16065,Idaho,Madison County,Rocky Mountain,80,7.52,0,0.792367929,0.155797101,0.504,0.495,0.6064,0.382,POINT (-114.659366 44.389073),Mormon,1.028239557
16067,Idaho,Minidoka County,Rocky Mountain,26.5,0.68,-0.68,0.783810834,0.19391968,0.459,0.542,0.6127,0.336,POINT (-114.659366 44.389073),Mormon,0.753101799
16069,Idaho,Nez Perce County,Rocky Mountain,46.3,5.3,-2.83,0.655220108,0.318882053,0.156,0.843,0.555,0.446,POINT (-114.659366 44.389073),Non-denominational,0.34557494
16071,Idaho,Oneida County,Rocky Mountain,3.6,9.46,9.46,0.876376989,0.101591187,0.409,0.591,0.6064,0.376,POINT (-114.659366 44.389073),Mormon,0.842043864
16073,Idaho,Owyhee County,Rocky Mountain,1.5,2.42,-3.62,0.80535639,0.172079291,0.406,0.594,0.5746,0.271,POINT (-114.659366 44.389073),Mormon,0.297935103
16075,Idaho,Payette County,Rocky Mountain,55.6,3.58,-1.99,0.784733906,0.191357478,0.454,0.546,0.4986,0.28,POINT (-114.659366 44.389073),Mormon,0.435043982
16077,Idaho,Power County,Rocky Mountain,5.6,1.86,0,0.685677252,0.280298121,0.435,0.566,0.6064,0.496,POINT (-114.659366 44.389073),Mormon,0.892925675
16079,Idaho,Shoshone County,Rocky Mountain,4.9,17.74,5.54,0.696974707,0.279880972,0.511,0.489,0.5544,0.395,POINT (-114.659366 44.389073),Catholic,0.307794751
16081,Idaho,Teton County,Rocky Mountain,22.6,4.71,3.53,0.450291476,0.522766661,0.478,0.522,0.6064,0.559,POINT (-114.659366 44.389073),Mormon,0.401278269
16083,Idaho,Twin Falls County,Rocky Mountain,40.2,9.87,5.43,0.706025082,0.256025082,0.489,0.512,0.601,0.4,POINT (-114.659366 44.389073),Mormon,0.524213389
16085,Idaho,Valley County,Rocky Mountain,2.7,6.27,6.27,0.558827694,0.421350701,0.261,0.739,0.555,0.554,POINT (-114.659366 44.389073),Mormon,0.295071994
16087,Idaho,Washington County,Rocky Mountain,7,0,-5.61,0.777320359,0.200785928,0.59,0.411,0.4986,0.352,POINT (-114.659366 44.389073),Mormon,0.512649539
17001,Illinois,Adams County,Great Lakes,78.5,26.63,19.64,0.72240284,0.25749396,0.461,0.54,0.3239,0.472,POINT (-89.148632 40.124144),Catholic,0.87501304
17003,Illinois,Alexander County,Great Lakes,35,2.89,-2.07,0.566095238,0.424380952,0.34,0.66,0.3416,0.241,POINT (-89.148632 40.124144),Evangelical,0.434085943
17005,Illinois,Bond County,Great Lakes,46.7,2.61,0,0.690692534,0.280943026,0.233,0.767,0.3342,0.42,POINT (-89.148632 40.124144),Catholic,0.542773525
17007,Illinois,Boone County,Great Lakes,193,3.74,-0.53,0.555786861,0.422034509,0.096,0.904,0.2907,0.455,POINT (-89.148632 40.124144),Catholic,0.450586172
17009,Illinois,Brown County,Great Lakes,22.7,15.2,13.03,0.764752475,0.192475248,0.415,0.585,0.3239,0.279,POINT (-89.148632 40.124144),Catholic,0.472394407
17011,Illinois,Bureau County,Great Lakes,40.2,3.5,0,0.597166456,0.382528393,0.187,0.813,0.295,0.44,POINT (-89.148632 40.124144),Catholic,0.584881926
17013,Illinois,Calhoun County,Great Lakes,20,0,-27.13,0.737829066,0.244139921,0.361,0.639,0.3427,0.502,POINT (-89.148632 40.124144),Catholic,0.792297111
17015,Illinois,Carroll County,Great Lakes,34.6,0,-3.99,0.636216351,0.342472582,0.214,0.786,0.2986,0.541,POINT (-89.148632 40.124144),Mainline,0.77006564
17017,Illinois,Cass County,Great Lakes,36.3,23.52,18.82,0.680623357,0.30322944,0.373,0.628,0.3427,0.491,POINT (-89.148632 40.124144),Catholic,0.806553291
17019,Illinois,Champaign County,Great Lakes,201.8,2.32,-1.02,0.369213544,0.597135024,0.147,0.853,0.2615,0.513,POINT (-89.148632 40.124144),Catholic,0.426634043
17021,Illinois,Christian County,Great Lakes,49.1,4.42,2.65,0.713589237,0.267526537,0.207,0.793,0.3239,0.376,POINT (-89.148632 40.124144),Catholic,0.578045977
17023,Illinois,Clark County,Great Lakes,32.6,18.5,12.95,0.745182525,0.238539797,0.323,0.677,0.3457,0.368,POINT (-89.148632 40.124144),Evangelical,0.749188858
17025,Illinois,Clay County,Great Lakes,29.5,8.67,7.59,0.81591535,0.163646905,0.322,0.678,0.3457,0.326,POINT (-89.148632 40.124144),Catholic,0.874049946
17027,Illinois,Clinton County,Great Lakes,79.7,3.42,1.14,0.744457167,0.233839908,0.248,0.753,0.3342,0.448,POINT (-89.148632 40.124144),Catholic,0.733647582
17029,Illinois,Coles County,Great Lakes,106,2.54,0.85,0.620941343,0.356852163,0.368,0.632,0.3168,0.352,POINT (-89.148632 40.124144),Catholic,0.46277356
17031,Illinois,Cook County,Great Lakes,5495.1,2.08,-0.47,0.240488171,0.743505533,0.116,0.884,0.2461,0.536,POINT (-89.148632 40.124144),Catholic,0.620622849
17033,Illinois,Crawford County,Great Lakes,44.7,0,-2.3,0.746001483,0.233238004,0.389,0.611,0.3457,0.409,POINT (-89.148632 40.124144),Evangelical,0.446838573
17035,Illinois,Cumberland County,Great Lakes,31.9,1.33,-1.32,0.786495726,0.195213675,0.364,0.636,0.3168,0.309,POINT (-89.148632 40.124144),Evangelical,0.324764663
17037,Illinois,DeKalb County,Great Lakes,166.6,2.45,-1.09,0.456458772,0.513513514,0.053,0.947,0.2631,0.426,POINT (-89.148632 40.124144),Catholic,0.580610498
17039,Illinois,De Witt County,Great Lakes,41.7,9.14,5.94,0.701894317,0.273055833,0.214,0.787,0.3239,0.415,POINT (-89.148632 40.124144),Evangelical,0.447557515
17041,Illinois,Douglas County,Great Lakes,48,4.11,1.54,0.710844749,0.266552511,0.214,0.785,0.3168,0.387,POINT (-89.148632 40.124144),Amish,0.792642643
17043,Illinois,DuPage County,Great Lakes,2799.8,1.83,-0.72,0.399145267,0.57976267,0.076,0.923,0.2052,0.602,POINT (-89.148632 40.124144),Catholic,0.772946286
17045,Illinois,Edgar County,Great Lakes,29.8,1.66,-4.17,0.755612494,0.230234261,0.395,0.606,0.3168,0.357,POINT (-89.148632 40.124144),Evangelical,0.50129199
17047,Illinois,Edwards County,Great Lakes,30.2,15.64,13.41,0.841152019,0.144893112,0.467,0.534,0.3416,0.334,POINT (-89.148632 40.124144),Evangelical,0.789317066
17049,Illinois,Effingham County,Great Lakes,71.5,2.1,-2.8,0.786354347,0.194728292,0.358,0.642,0.3342,0.377,POINT (-89.148632 40.124144),Catholic,0.75658548
17051,Illinois,Fayette County,Great Lakes,30.9,3.12,-1.57,0.799424375,0.181222707,0.301,0.699,0.3342,0.257,POINT (-89.148632 40.124144),Evangelical,0.517615176
17053,Illinois,Ford County,Great Lakes,29,4.41,-24.25,0.724558634,0.251758289,0.26,0.739,0.3526,0.452,POINT (-89.148632 40.124144),Catholic,0.78325403
17055,Illinois,Franklin County,Great Lakes,96.8,13.37,7.8,0.729658793,0.254968129,0.384,0.616,0.3268,0.332,POINT (-89.148632 40.124144),Evangelical,0.594600743
17057,Illinois,Fulton County,Great Lakes,42.8,2.91,-1.94,0.589990433,0.388842382,0.357,0.643,0.3183,0.441,POINT (-89.148632 40.124144),Mainline,0.477245137
17059,Illinois,Gallatin County,Great Lakes,17.3,2.96,-11.83,0.754766355,0.232523364,0.389,0.611,0.3416,0.438,POINT (-89.148632 40.124144),Catholic,0.55394525
17061,Illinois,Greene County,Great Lakes,25.6,6.43,3.86,0.76601895,0.216637225,0.274,0.725,0.3427,0.362,POINT (-89.148632 40.124144),Mainline,0.588794469
17063,Illinois,Grundy County,Great Lakes,119.8,1.68,-1.4,0.617612978,0.359810115,0.217,0.782,0.2497,0.431,POINT (-89.148632 40.124144),Catholic,0.498611749
17065,Illinois,Hamilton County,Great Lakes,19.5,14.37,6.16,0.79389313,0.190608374,0.417,0.583,0.3416,0.315,POINT (-89.148632 40.124144),Evangelical,0.588624808
17067,Illinois,Hancock County,Great Lakes,24.1,15.33,12.1,0.736011936,0.246722797,0.426,0.574,0.3183,0.409,POINT (-89.148632 40.124144),Mainline,0.689698492
17069,Illinois,Hardin County,Great Lakes,24.3,3.74,0,0.782146161,0.207678076,0.47,0.531,0.3416,0.33,POINT (-89.148632 40.124144),Evangelical,0.294675926
17071,Illinois,Henderson County,Great Lakes,19.3,2.15,2.15,0.654814004,0.324671772,0.241,0.759,0.3183,0.403,POINT (-89.148632 40.124144),Mainline,0.48042559
17073,Illinois,Henry County,Great Lakes,61.3,1.46,-0.29,0.595330739,0.381206226,0.2,0.8,0.3183,0.499,POINT (-89.148632 40.124144),Catholic,0.629303173
17075,Illinois,Iroquois County,Great Lakes,26.6,7.38,-4.21,0.774494446,0.207063515,0.334,0.666,0.3526,0.405,POINT (-89.148632 40.124144),Evangelical,0.687327546
17077,Illinois,Jackson County,Great Lakes,103.1,7.55,4.28,0.479397781,0.492208135,0.295,0.705,0.3268,0.397,POINT (-89.148632 40.124144),Evangelical,0.552774918
17079,Illinois,Jasper County,Great Lakes,19.6,0,-4.46,0.804511278,0.180272109,0.365,0.634,0.3457,0.311,POINT (-89.148632 40.124144),Catholic,0.576510621
17081,Illinois,Jefferson County,Great Lakes,68,18.95,16.68,0.715531085,0.264280798,0.328,0.672,0.3296,0.341,POINT (-89.148632 40.124144),Evangelical,0.624359338
17083,Illinois,Jersey County,Great Lakes,62.2,4.59,0.65,0.728428094,0.247575251,0.277,0.722,0.3427,0.468,POINT (-89.148632 40.124144),Catholic,0.596780509
17085,Illinois,Jo Daviess County,Great Lakes,37.7,0,0,0.573509404,0.408883553,0.358,0.643,0.2986,0.716,POINT (-89.148632 40.124144),Catholic,0.738028045
17087,Illinois,Johnson County,Great Lakes,36.6,10.35,6.9,0.784341085,0.198604651,0.363,0.637,0.3416,0.287,POINT (-89.148632 40.124144),Evangelical,0.417978064
17089,Illinois,Kane County,Great Lakes,990.8,1.91,-0.37,0.417356691,0.561360382,0.087,0.913,0.2452,0.502,POINT (-89.148632 40.124144),Catholic,0.572854179
17091,Illinois,Kankakee County,Great Lakes,167.7,3.51,-4.16,0.570195248,0.405104019,0.224,0.776,0.3175,0.391,POINT (-89.148632 40.124144),Catholic,0.542737265
17093,Illinois,Kendall County,Great Lakes,358.2,3.65,-0.34,0.459341173,0.516595281,0.075,0.924,0.2497,0.52,POINT (-89.148632 40.124144),Catholic,0.393564356
17095,Illinois,Knox County,Great Lakes,73.9,4.02,0.57,0.517517776,0.461236802,0.26,0.74,0.295,0.458,POINT (-89.148632 40.124144),Catholic,0.472609082
17097,Illinois,Lake County,Great Lakes,1585.6,2.24,0.35,0.369869163,0.610589066,0.084,0.915,0.235,0.549,POINT (-89.148632 40.124144),Catholic,0.582615692
17099,Illinois,LaSalle County,Great Lakes,100.4,4.21,0.07,0.56094108,0.418046681,0.177,0.823,0.315,0.427,POINT (-89.148632 40.124144),Catholic,0.572644921
17101,Illinois,Lawrence County,Great Lakes,45.2,2.73,1.82,0.760822174,0.220959203,0.459,0.541,0.3457,0.29,POINT (-89.148632 40.124144),Mainline,0.500861403
17103,Illinois,Lee County,Great Lakes,49.7,1.47,0,0.585766423,0.389720195,0.125,0.874,0.2986,0.433,POINT (-89.148632 40.124144),Catholic,0.676306514
17105,Illinois,Livingston County,Great Lakes,37.3,1.4,-1.41,0.71084197,0.268720158,0.257,0.744,0.3526,0.366,POINT (-89.148632 40.124144),Catholic,0.719204108
17107,Illinois,Logan County,Great Lakes,49,2,0.25,0.687227321,0.288852114,0.321,0.679,0.3239,0.404,POINT (-89.148632 40.124144),Evangelical,0.59323544
17109,Illinois,McDonough County,Great Lakes,55.3,9.14,7.7,0.571998372,0.406349206,0.229,0.772,0.3183,0.384,POINT (-89.148632 40.124144),Mainline,0.452348829
17111,Illinois,McHenry County,Great Lakes,511.9,2.18,-0.2,0.499823792,0.474875135,0.108,0.892,0.2556,0.502,POINT (-89.148632 40.124144),Catholic,0.598166861
17113,Illinois,McLean County,Great Lakes,143.3,3.01,0.43,0.463467942,0.502729176,0.238,0.762,0.2622,0.491,POINT (-89.148632 40.124144),Catholic,0.567369613
17115,Illinois,Macon County,Great Lakes,190.8,4.26,1.1,0.578877032,0.401866888,0.166,0.835,0.3189,0.412,POINT (-89.148632 40.124144),Catholic,0.545527589
17117,Illinois,Macoupin County,Great Lakes,55.4,8.59,4.88,0.671084337,0.305982551,0.212,0.788,0.3427,0.437,POINT (-89.148632 40.124144),Catholic,0.618611954
17119,Illinois,Madison County,Great Lakes,376.3,10.7,8.42,0.55271958,0.420448102,0.163,0.837,0.2828,0.469,POINT (-89.148632 40.124144),Catholic,0.52761046
17121,Illinois,Marion County,Great Lakes,68.9,11.9,10.11,0.724788475,0.258632518,0.294,0.706,0.3296,0.362,POINT (-89.148632 40.124144),Evangelical,0.675152775
17123,Illinois,Marshall County,Great Lakes,32.7,3.75,3.75,0.661465721,0.315996848,0.264,0.736,0.295,0.465,POINT (-89.148632 40.124144),Catholic,0.639161392
17125,Illinois,Mason County,Great Lakes,27.2,24.6,21.39,0.68785102,0.293378658,0.561,0.439,0.3239,0.43,POINT (-89.148632 40.124144),Evangelical,0.54091095
17127,Illinois,Massac County,Great Lakes,65,11.41,10.37,0.732912878,0.253006747,0.372,0.629,0.3416,0.304,POINT (-89.148632 40.124144),Evangelical,0.791690972
17129,Illinois,Menard County,Great Lakes,40.4,4.69,2.35,0.685073339,0.290767903,0.287,0.712,0.3239,0.485,POINT (-89.148632 40.124144),Evangelical,0.516174734
17131,Illinois,Mercer County,Great Lakes,29.3,2.78,-0.92,0.607807943,0.367960512,0.215,0.786,0.3183,0.505,POINT (-89.148632 40.124144),Evangelical,0.6460387
17133,Illinois,Monroe County,Great Lakes,85.6,7.01,5.36,0.66688673,0.30977082,0.155,0.844,0.3296,0.516,POINT (-89.148632 40.124144),Catholic,0.655005007
17135,Illinois,Montgomery County,Great Lakes,42.8,1.01,-8.14,0.693554248,0.283772982,0.159,0.841,0.3342,0.394,POINT (-89.148632 40.124144),Evangelical,0.54208743
17137,Illinois,Morgan County,Great Lakes,62.5,16.98,14.86,0.648927151,0.331050675,0.289,0.711,0.3427,0.424,POINT (-89.148632 40.124144),Catholic,0.552282893
17139,Illinois,Moultrie County,Great Lakes,44.2,11.82,10.83,0.736061684,0.246441281,0.367,0.633,0.3239,0.375,POINT (-89.148632 40.124144),Non-denominational,0.590596794
17141,Illinois,Ogle County,Great Lakes,70.5,2.26,-1.69,0.616856492,0.3579347,0.227,0.773,0.289,0.459,POINT (-89.148632 40.124144),Catholic,0.536441296
17143,Illinois,Peoria County,Great Lakes,301.2,0.4,-2.15,0.455527372,0.51895252,0.171,0.828,0.2895,0.515,POINT (-89.148632 40.124144),Catholic,0.624572372
17145,Illinois,Perry County,Great Lakes,50.6,4.78,2.05,0.726144375,0.259358554,0.251,0.75,0.3268,0.331,POINT (-89.148632 40.124144),Evangelical,0.620581655
17147,Illinois,Piatt County,Great Lakes,38.1,0.87,-3.21,0.63425033,0.337935235,0.115,0.886,0.3239,0.474,POINT (-89.148632 40.124144),Mainline,0.558132584
17149,Illinois,Pike County,Great Lakes,19.8,32.13,20.2,0.794978029,0.186315129,0.435,0.565,0.3239,0.344,POINT (-89.148632 40.124144),Mainline,0.517711503
17151,Illinois,Pope County,Great Lakes,12.1,3.42,3.42,0.791724138,0.19908046,0.371,0.629,0.3416,0.242,POINT (-89.148632 40.124144),Evangelical,0.286129754
17153,Illinois,Pulaski County,Great Lakes,30.9,2.68,-2.68,0.645762068,0.338654504,0.37,0.63,0.3416,0.297,POINT (-89.148632 40.124144),Evangelical,0.79110534
17155,Illinois,Putnam County,Great Lakes,37.5,2.49,2.49,0.587905605,0.394690265,0.214,0.786,0.295,0.471,POINT (-89.148632 40.124144),Catholic,0.446053946
